,연도,일시,측정소,PM2.5
8941,4,10-30 13:00,노은동,0.128
8942,4,10-30 14:00,노은동,0.12
8943,4,10-30 15:00,노은동,0.128
8944,4,10-30 16:00,노은동,0.136
8945,4,10-30 17:00,노은동,0.132
8946,4,10-30 18:00,노은동,0.152
8947,4,10-30 19:00,노은동,0.156
8948,4,10-30 20:00,노은동,0.14400000000000002
8949,4,10-30 21:00,노은동,0.164
8950,4,10-30 22:00,노은동,0.148
8951,4,10-30 23:00,노은동,0.152
8952,4,10-31 00:00,노은동,0.156
8953,4,10-31 01:00,노은동,0.148
8954,4,10-31 02:00,노은동,0.14400000000000002
8955,4,10-31 03:00,노은동,0.116
8956,4,10-31 04:00,노은동,0.1
8957,4,10-31 05:00,노은동,0.10400000000000001
8958,4,10-31 06:00,노은동,0.14
8959,4,10-31 07:00,노은동,0.132
8960,4,10-31 08:00,노은동,0.124
8961,4,10-31 09:00,노은동,0.108
8962,4,10-31 10:00,노은동,0.124
8963,4,10-31 11:00,노은동,0.12
8964,4,10-31 12:00,노은동,0.112
8965,4,10-31 13:00,노은동,0.084
8966,4,10-31 14:00,노은동,0.096
8967,4,10-31 15:00,노은동,0.076
8968,4,10-31 16:00,노은동,0.076
8969,4,10-31 17:00,노은동,0.12
8970,4,10-31 18:00,노은동,0.10400000000000001
8971,4,10-31 19:00,노은동,0.1
8972,4,10-31 20:00,노은동,0.108
8973,4,10-31 21:00,노은동,0.108
8974,4,10-31 22:00,노은동,0.124
8975,4,10-31 23:00,노은동,0.108
8976,4,11-01 00:00,노은동,0.096
8977,4,11-01 01:00,노은동,0.1
8978,4,11-01 02:00,노은동,0.096
8979,4,11-01 03:00,노은동,0.092
8980,4,11-01 04:00,노은동,0.092
8981,4,11-01 05:00,노은동,0.10400000000000001
8982,4,11-01 06:00,노은동,0.092
8983,4,11-01 07:00,노은동,0.10400000000000001
8984,4,11-01 08:00,노은동,0.116
8985,4,11-01 09:00,노은동,0.108
8986,4,11-01 10:00,노은동,0.1
8987,4,11-01 11:00,노은동,0.08
8988,4,11-01 12:00,노은동,0.08
8989,4,11-01 13:00,노은동,0.07200000000000001
8990,4,11-01 14:00,노은동,0.076
8991,4,11-01 15:00,노은동,0.08
8992,4,11-01 16:00,노은동,0.084
8993,4,11-01 17:00,노은동,0.088
8994,4,11-01 18:00,노은동,0.088
8995,4,11-01 19:00,노은동,0.088
8996,4,11-01 20:00,노은동,0.092
8997,4,11-01 21:00,노은동,0.088
8998,4,11-01 22:00,노은동,0.08
8999,4,11-01 23:00,노은동,0.088
9000,4,11-04 00:00,노은동,0.048
9001,4,11-04 01:00,노은동,0.052000000000000005
9002,4,11-04 02:00,노은동,0.052000000000000005
9003,4,11-04 03:00,노은동,0.048
9004,4,11-04 04:00,노은동,0.048
9005,4,11-04 05:00,노은동,0.044
9006,4,11-04 06:00,노은동,0.048
9007,4,11-04 07:00,노은동,0.056
9008,4,11-04 08:00,노은동,0.06
9009,4,11-04 09:00,노은동,0.07200000000000001
9010,4,11-04 10:00,노은동,0.064
9011,4,11-04 11:00,노은동,0.056
9012,4,11-04 12:00,노은동,0.064
9013,4,11-04 13:00,노은동,0.056
9014,4,11-04 14:00,노은동,0.056
9015,4,11-04 15:00,노은동,0.048
9016,4,11-04 16:00,노은동,0.044
9017,4,11-04 17:00,노은동,0.056
9018,4,11-04 18:00,노은동,0.068
9019,4,11-04 19:00,노은동,0.06
9020,4,11-04 20:00,노은동,0.068
9021,4,11-04 21:00,노은동,0.068
9022,4,11-04 22:00,노은동,0.068
9023,4,11-04 23:00,노은동,0.08
9024,4,11-05 00:00,노은동,0.07200000000000001
9025,4,11-05 01:00,노은동,0.07200000000000001
9026,4,11-05 02:00,노은동,0.07200000000000001
9027,4,11-05 03:00,노은동,0.08
9028,4,11-05 04:00,노은동,0.07200000000000001
9029,4,11-05 05:00,노은동,0.064
9030,4,11-05 06:00,노은동,0.07200000000000001
9031,4,11-05 07:00,노은동,0.084
9032,4,11-05 08:00,노은동,0.08
9033,4,11-05 09:00,노은동,0.08
9034,4,11-05 10:00,노은동,0.08
9035,4,11-05 11:00,노은동,0.084
9036,4,11-05 12:00,노은동,0.07200000000000001
9037,4,11-05 13:00,노은동,0.06
9038,4,11-05 14:00,노은동,0.064
9039,4,11-05 15:00,노은동,0.052000000000000005
9040,4,11-05 16:00,노은동,0.056
9041,4,11-05 17:00,노은동,0.06
9042,4,11-05 18:00,노은동,0.07200000000000001
9043,4,11-05 19:00,노은동,0.07200000000000001
9044,4,11-05 20:00,노은동,0.08
9045,4,11-05 21:00,노은동,0.076
9046,4,11-05 22:00,노은동,0.1
9047,4,11-05 23:00,노은동,0.08
9048,4,11-06 00:00,노은동,0.084
9049,4,11-06 01:00,노은동,0.084
9050,4,11-06 02:00,노은동,0.088
9051,4,11-06 03:00,노은동,0.084
9052,4,11-06 04:00,노은동,0.084
9053,4,11-06 05:00,노은동,0.088
9054,4,11-06 06:00,노은동,0.084
9055,4,11-06 07:00,노은동,0.088
9056,4,11-06 08:00,노은동,0.10400000000000001
9057,4,11-06 09:00,노은동,0.1
9058,4,11-06 10:00,노은동,0.08
9059,4,11-06 11:00,노은동,0.08
9060,4,11-06 12:00,노은동,0.07200000000000001
9061,4,11-06 13:00,노은동,0.06
9062,4,11-06 14:00,노은동,0.068
9063,4,11-06 15:00,노은동,0.068
9064,4,11-06 16:00,노은동,0.07200000000000001
9065,4,11-06 17:00,노은동,0.07200000000000001
9066,4,11-06 18:00,노은동,0.07200000000000001
9067,4,11-06 19:00,노은동,0.084
9068,4,11-06 20:00,노은동,0.084
9069,4,11-06 21:00,노은동,0.084
9070,4,11-06 22:00,노은동,0.08
9071,4,11-06 23:00,노은동,0.08
9072,4,11-09 00:00,노은동,0.07200000000000001
9073,4,11-09 01:00,노은동,0.076
9074,4,11-09 02:00,노은동,0.08
9075,4,11-09 03:00,노은동,0.076
9076,4,11-09 04:00,노은동,0.076
9077,4,11-09 05:00,노은동,0.068
9078,4,11-09 06:00,노은동,0.076
9079,4,11-09 07:00,노은동,0.084
9080,4,11-09 08:00,노은동,0.084
9081,4,11-09 09:00,노은동,0.1
9082,4,11-09 10:00,노은동,0.088
9083,4,11-09 11:00,노은동,0.08
9084,4,11-09 12:00,노은동,0.084
9085,4,11-09 13:00,노은동,0.07200000000000001
9086,4,11-09 14:00,노은동,0.07200000000000001
9087,4,11-09 15:00,노은동,0.07200000000000001
9088,4,11-09 16:00,노은동,0.07200000000000001
9089,4,11-09 17:00,노은동,0.08
9090,4,11-09 18:00,노은동,0.092
9091,4,11-09 19:00,노은동,0.088
9092,4,11-09 20:00,노은동,0.092
9093,4,11-09 21:00,노은동,0.092
9094,4,11-09 22:00,노은동,0.092
9095,4,11-09 23:00,노은동,0.092
9096,4,11-10 00:00,노은동,0.088
9097,4,11-10 01:00,노은동,0.092
9098,4,11-10 02:00,노은동,0.088
9099,4,11-10 03:00,노은동,0.088
9100,4,11-10 04:00,노은동,0.084
9101,4,11-10 05:00,노은동,0.076
9102,4,11-10 06:00,노은동,0.092
9103,4,11-10 07:00,노은동,0.088
9104,4,11-10 08:00,노은동,0.088
9105,4,11-10 09:00,노은동,0.076
9106,4,11-10 10:00,노은동,0.088
9107,4,11-10 11:00,노은동,0.088
9108,4,11-10 12:00,노은동,0.076
9109,4,11-10 13:00,노은동,0.064
9110,4,11-10 14:00,노은동,0.076
9111,4,11-10 15:00,노은동,0.06
9112,4,11-10 16:00,노은동,0.06
9113,4,11-10 17:00,노은동,0.08
9114,4,11-10 18:00,노은동,0.084
9115,4,11-10 19:00,노은동,0.08
9116,4,11-10 20:00,노은동,0.088
9117,4,11-10 21:00,노은동,0.096
9118,4,11-10 22:00,노은동,0.108
9119,4,11-10 23:00,노은동,0.084
9120,4,11-11 00:00,노은동,0.088
9121,4,11-11 01:00,노은동,0.088
9122,4,11-11 02:00,노은동,0.088
9123,4,11-11 03:00,노은동,0.084
9124,4,11-11 04:00,노은동,0.084
9125,4,11-11 05:00,노은동,0.08
9126,4,11-11 06:00,노은동,0.084
9127,4,11-11 07:00,노은동,0.084
9128,4,11-11 08:00,노은동,0.10400000000000001
9129,4,11-11 09:00,노은동,0.096
9130,4,11-11 10:00,노은동,0.076
9131,4,11-11 11:00,노은동,0.064
9132,4,11-11 12:00,노은동,0.068
9133,4,11-11 13:00,노은동,0.06
9134,4,11-11 14:00,노은동,0.064
9135,4,11-11 15:00,노은동,0.064
9136,4,11-11 16:00,노은동,0.07200000000000001
9137,4,11-11 17:00,노은동,0.076
9138,4,11-11 18:00,노은동,0.076
9139,4,11-11 19:00,노은동,0.084
9140,4,11-11 20:00,노은동,0.084
9141,4,11-11 21:00,노은동,0.084
9142,4,11-11 22:00,노은동,0.076
9143,4,11-11 23:00,노은동,0.08
9144,4,11-14 00:00,노은동,0.084
9145,4,11-14 01:00,노은동,0.088
9146,4,11-14 02:00,노은동,0.092
9147,4,11-14 03:00,노은동,0.084
9148,4,11-14 04:00,노은동,0.092
9149,4,11-14 05:00,노은동,0.08
9150,4,11-14 06:00,노은동,0.092
9151,4,11-14 07:00,노은동,0.108
9152,4,11-14 08:00,노은동,0.112
9153,4,11-14 09:00,노은동,0.124
9154,4,11-14 10:00,노은동,0.112
9155,4,11-14 11:00,노은동,0.10400000000000001
9156,4,11-14 12:00,노은동,0.116
9157,4,11-14 13:00,노은동,0.084
9158,4,11-14 14:00,노은동,0.088
9159,4,11-14 15:00,노은동,0.092
9160,4,11-14 16:00,노은동,0.088
9161,4,11-14 17:00,노은동,0.096
9162,4,11-14 18:00,노은동,0.112
9163,4,11-14 19:00,노은동,0.10400000000000001
9164,4,11-14 20:00,노은동,0.108
9165,4,11-14 21:00,노은동,0.116
9166,4,11-14 22:00,노은동,0.108
9167,4,11-14 23:00,노은동,0.112
9168,4,11-15 00:00,노은동,0.108
9169,4,11-15 01:00,노은동,0.112
9170,4,11-15 02:00,노은동,0.10400000000000001
9171,4,11-15 03:00,노은동,0.108
9172,4,11-15 04:00,노은동,0.096
9173,4,11-15 05:00,노은동,0.088
9174,4,11-15 06:00,노은동,0.108
9175,4,11-15 07:00,노은동,0.116
9176,4,11-15 08:00,노은동,0.112
9177,4,11-15 09:00,노은동,0.1
9178,4,11-15 10:00,노은동,0.108
9179,4,11-15 11:00,노은동,0.10400000000000001
9180,4,11-15 12:00,노은동,0.1
9181,4,11-15 13:00,노은동,0.076
9182,4,11-15 14:00,노은동,0.092
9183,4,11-15 15:00,노은동,0.07200000000000001
9184,4,11-15 16:00,노은동,0.08
9185,4,11-15 17:00,노은동,0.088
9186,4,11-15 18:00,노은동,0.096
9187,4,11-15 19:00,노은동,0.1
9188,4,11-15 20:00,노은동,0.1
9189,4,11-15 21:00,노은동,0.1
9190,4,11-15 22:00,노은동,0.112
9191,4,11-15 23:00,노은동,0.092
9192,4,11-16 00:00,노은동,0.092
9193,4,11-16 01:00,노은동,0.1
9194,4,11-16 02:00,노은동,0.096
9195,4,11-16 03:00,노은동,0.092
9196,4,11-16 04:00,노은동,0.092
9197,4,11-16 05:00,노은동,0.096
9198,4,11-16 06:00,노은동,0.1
9199,4,11-16 07:00,노은동,0.1
9200,4,11-16 08:00,노은동,0.124
9201,4,11-16 09:00,노은동,0.116
9202,4,11-16 10:00,노은동,0.092
9203,4,11-16 11:00,노은동,0.084
9204,4,11-16 12:00,노은동,0.088
9205,4,11-16 13:00,노은동,0.07200000000000001
9206,4,11-16 14:00,노은동,0.084
9207,4,11-16 15:00,노은동,0.076
9208,4,11-16 16:00,노은동,0.084
9209,4,11-16 17:00,노은동,0.088
9210,4,11-16 18:00,노은동,0.088
9211,4,11-16 19:00,노은동,0.088
9212,4,11-16 20:00,노은동,0.096
9213,4,11-16 21:00,노은동,0.092
9214,4,11-16 22:00,노은동,0.088
9215,4,11-16 23:00,노은동,0.088
9216,4,01-03 00:00,논산,0.028
9217,4,01-03 01:00,논산,0.036000000000000004
9218,4,01-03 02:00,논산,0.044
9219,4,01-03 03:00,논산,0.036000000000000004
9220,4,01-03 04:00,논산,0.044
9221,4,01-03 05:00,논산,0.044
9222,4,01-03 06:00,논산,0.044
9223,4,01-03 07:00,논산,0.056
9224,4,01-03 08:00,논산,0.048
9225,4,01-03 09:00,논산,0.056
9226,4,01-03 10:00,논산,0.048
9227,4,01-03 11:00,논산,0.048
9228,4,01-03 12:00,논산,0.044
9229,4,01-03 13:00,논산,0.048
9230,4,01-03 14:00,논산,0.044
9231,4,01-03 15:00,논산,0.04
9232,4,01-03 16:00,논산,0.04
9233,4,01-03 17:00,논산,0.044
9234,4,01-03 18:00,논산,0.064
9235,4,01-03 19:00,논산,0.052000000000000005
9236,4,01-03 20:00,논산,0.056
9237,4,01-03 21:00,논산,0.052000000000000005
9238,4,01-03 22:00,논산,0.06
9239,4,01-03 23:00,논산,0.06
9240,4,01-04 00:00,논산,0.064
9241,4,01-04 01:00,논산,0.056
9242,4,01-04 02:00,논산,0.068
9243,4,01-04 03:00,논산,0.068
9244,4,01-04 04:00,논산,0.076
9245,4,01-04 05:00,논산,0.056
9246,4,01-04 06:00,논산,0.07200000000000001
9247,4,01-04 07:00,논산,0.08
9248,4,01-04 08:00,논산,0.076
9249,4,01-04 09:00,논산,0.08
9250,4,01-04 10:00,논산,0.092
9251,4,01-04 11:00,논산,0.08
9252,4,01-04 12:00,논산,0.068
9253,4,01-04 13:00,논산,0.056
9254,4,01-04 14:00,논산,0.068
9255,4,01-04 15:00,논산,0.056
9256,4,01-04 16:00,논산,0.052000000000000005
9257,4,01-04 17:00,논산,0.06
9258,4,01-04 18:00,논산,0.064
9259,4,01-04 19:00,논산,0.07200000000000001
9260,4,01-04 20:00,논산,0.076
9261,4,01-04 21:00,논산,0.056
9262,4,01-04 22:00,논산,0.108
9263,4,01-04 23:00,논산,0.084
9264,4,01-05 00:00,논산,0.092
9265,4,01-05 01:00,논산,0.088
9266,4,01-05 02:00,논산,0.084
9267,4,01-05 03:00,논산,0.084
9268,4,01-05 04:00,논산,0.092
9269,4,01-05 05:00,논산,0.1
9270,4,01-05 06:00,논산,0.084
9271,4,01-05 07:00,논산,0.096
9272,4,01-05 08:00,논산,0.108
9273,4,01-05 09:00,논산,0.116
9274,4,01-05 10:00,논산,0.1
9275,4,01-05 11:00,논산,0.092
9276,4,01-05 12:00,논산,0.084
9277,4,01-05 13:00,논산,0.076
9278,4,01-05 14:00,논산,0.076
9279,4,01-05 15:00,논산,0.076
9280,4,01-05 16:00,논산,0.076
9281,4,01-05 17:00,논산,0.08
9282,4,01-05 18:00,논산,0.076
9283,4,01-05 19:00,논산,0.096
9284,4,01-05 20:00,논산,0.08
9285,4,01-05 21:00,논산,0.096
9286,4,01-05 22:00,논산,0.088
9287,4,01-05 23:00,논산,0.084
9288,4,01-08 00:00,논산,0.056
9289,4,01-08 01:00,논산,0.06
9290,4,01-08 02:00,논산,0.06
9291,4,01-08 03:00,논산,0.056
9292,4,01-08 04:00,논산,0.06
9293,4,01-08 05:00,논산,0.056
9294,4,01-08 06:00,논산,0.06
9295,4,01-08 07:00,논산,0.07200000000000001
9296,4,01-08 08:00,논산,0.08
9297,4,01-08 09:00,논산,0.084
9298,4,01-08 10:00,논산,0.07200000000000001
9299,4,01-08 11:00,논산,0.068
9300,4,01-08 12:00,논산,0.07200000000000001
9301,4,01-08 13:00,논산,0.06
9302,4,01-08 14:00,논산,0.06
9303,4,01-08 15:00,논산,0.056
9304,4,01-08 16:00,논산,0.06
9305,4,01-08 17:00,논산,0.06
9306,4,01-08 18:00,논산,0.08
9307,4,01-08 19:00,논산,0.068
9308,4,01-08 20:00,논산,0.076
9309,4,01-08 21:00,논산,0.07200000000000001
9310,4,01-08 22:00,논산,0.076
9311,4,01-08 23:00,논산,0.084
9312,4,01-09 00:00,논산,0.084
9313,4,01-09 01:00,논산,0.08
9314,4,01-09 02:00,논산,0.084
9315,4,01-09 03:00,논산,0.096
9316,4,01-09 04:00,논산,0.092
9317,4,01-09 05:00,논산,0.064
9318,4,01-09 06:00,논산,0.088
9319,4,01-09 07:00,논산,0.112
9320,4,01-09 08:00,논산,0.1
9321,4,01-09 09:00,논산,0.108
9322,4,01-09 10:00,논산,0.116
9323,4,01-09 11:00,논산,0.112
9324,4,01-09 12:00,논산,0.092
9325,4,01-09 13:00,논산,0.068
9326,4,01-09 14:00,논산,0.084
9327,4,01-09 15:00,논산,0.068
9328,4,01-09 16:00,논산,0.07200000000000001
9329,4,01-09 17:00,논산,0.068
9330,4,01-09 18:00,논산,0.08
9331,4,01-09 19:00,논산,0.092
9332,4,01-09 20:00,논산,0.092
9333,4,01-09 21:00,논산,0.07200000000000001
9334,4,01-09 22:00,논산,0.112
9335,4,01-09 23:00,논산,0.096
9336,4,01-10 00:00,논산,0.096
9337,4,01-10 01:00,논산,0.10400000000000001
9338,4,01-10 02:00,논산,0.1
9339,4,01-10 03:00,논산,0.1
9340,4,01-10 04:00,논산,0.10400000000000001
9341,4,01-10 05:00,논산,0.108
9342,4,01-10 06:00,논산,0.108
9343,4,01-10 07:00,논산,0.12
9344,4,01-10 08:00,논산,0.136
9345,4,01-10 09:00,논산,0.136
9346,4,01-10 10:00,논산,0.108
9347,4,01-10 11:00,논산,0.108
9348,4,01-10 12:00,논산,0.084
9349,4,01-10 13:00,논산,0.084
9350,4,01-10 14:00,논산,0.088
9351,4,01-10 15:00,논산,0.088
9352,4,01-10 16:00,논산,0.092
9353,4,01-10 17:00,논산,0.096
9354,4,01-10 18:00,논산,0.092
9355,4,01-10 19:00,논산,0.1
9356,4,01-10 20:00,논산,0.092
9357,4,01-10 21:00,논산,0.1
9358,4,01-10 22:00,논산,0.096
9359,4,01-10 23:00,논산,0.096
9360,4,01-13 00:00,논산,0.168
9361,4,01-13 01:00,논산,0.17200000000000001
9362,4,01-13 02:00,논산,0.18
9363,4,01-13 03:00,논산,0.164
9364,4,01-13 04:00,논산,0.164
9365,4,01-13 05:00,논산,0.156
9366,4,01-13 06:00,논산,0.164
9367,4,01-13 07:00,논산,0.18
9368,4,01-13 08:00,논산,0.196
9369,4,01-13 09:00,논산,0.2
9370,4,01-13 10:00,논산,0.196
9371,4,01-13 11:00,논산,0.168
9372,4,01-13 12:00,논산,0.18
9373,4,01-13 13:00,논산,0.14
9374,4,01-13 14:00,논산,0.128
9375,4,01-13 15:00,논산,0.128
9376,4,01-13 16:00,논산,0.132
9377,4,01-13 17:00,논산,0.128
9378,4,01-13 18:00,논산,0.148
9379,4,01-13 19:00,논산,0.14400000000000002
9380,4,01-13 20:00,논산,0.14400000000000002
9381,4,01-13 21:00,논산,0.16
9382,4,01-13 22:00,논산,0.148
9383,4,01-13 23:00,논산,0.164
9384,4,01-14 00:00,논산,0.168
9385,4,01-14 01:00,논산,0.152
9386,4,01-14 02:00,논산,0.168
9387,4,01-14 03:00,논산,0.168
9388,4,01-14 04:00,논산,0.136
9389,4,01-14 05:00,논산,0.156
9390,4,01-14 06:00,논산,0.188
9391,4,01-14 07:00,논산,0.17200000000000001
9392,4,01-14 08:00,논산,0.164
9393,4,01-14 09:00,논산,0.16
9394,4,01-14 10:00,논산,0.164
9395,4,01-14 11:00,논산,0.128
9396,4,01-14 12:00,논산,0.14
9397,4,01-14 13:00,논산,0.108
9398,4,01-14 14:00,논산,0.12
9399,4,01-14 15:00,논산,0.092
9400,4,01-14 16:00,논산,0.092
9401,4,01-14 17:00,논산,0.124
9402,4,01-14 18:00,논산,0.112
9403,4,01-14 19:00,논산,0.116
9404,4,01-14 20:00,논산,0.116
9405,4,01-14 21:00,논산,0.12
9406,4,01-14 22:00,논산,0.14400000000000002
9407,4,01-14 23:00,논산,0.124
9408,4,01-15 00:00,논산,0.112
9409,4,01-15 01:00,논산,0.12
9410,4,01-15 02:00,논산,0.12
9411,4,01-15 03:00,논산,0.116
9412,4,01-15 04:00,논산,0.112
9413,4,01-15 05:00,논산,0.128
9414,4,01-15 06:00,논산,0.12
9415,4,01-15 07:00,논산,0.128
9416,4,01-15 08:00,논산,0.148
9417,4,01-15 09:00,논산,0.136
9418,4,01-15 10:00,논산,0.112
9419,4,01-15 11:00,논산,0.1
9420,4,01-15 12:00,논산,0.092
9421,4,01-15 13:00,논산,0.088
9422,4,01-15 14:00,논산,0.092
9423,4,01-15 15:00,논산,0.092
9424,4,01-15 16:00,논산,0.096
9425,4,01-15 17:00,논산,0.1
9426,4,01-15 18:00,논산,0.096
9427,4,01-15 19:00,논산,0.1
9428,4,01-15 20:00,논산,0.10400000000000001
9429,4,01-15 21:00,논산,0.112
9430,4,01-15 22:00,논산,0.1
9431,4,01-15 23:00,논산,0.10400000000000001
9432,4,01-18 00:00,논산,0.068
9433,4,01-18 01:00,논산,0.07200000000000001
9434,4,01-18 02:00,논산,0.07200000000000001
9435,4,01-18 03:00,논산,0.064
9436,4,01-18 04:00,논산,0.064
9437,4,01-18 05:00,논산,0.06
9438,4,01-18 06:00,논산,0.068
9439,4,01-18 07:00,논산,0.076
9440,4,01-18 08:00,논산,0.08
9441,4,01-18 09:00,논산,0.084
9442,4,01-18 10:00,논산,0.07200000000000001
9443,4,01-18 11:00,논산,0.068
9444,4,01-18 12:00,논산,0.07200000000000001
9445,4,01-18 13:00,논산,0.06
9446,4,01-18 14:00,논산,0.06
9447,4,01-18 15:00,논산,0.052000000000000005
9448,4,01-18 16:00,논산,0.052000000000000005
9449,4,01-18 17:00,논산,0.056
9450,4,01-18 18:00,논산,0.076
9451,4,01-18 19:00,논산,0.064
9452,4,01-18 20:00,논산,0.07200000000000001
9453,4,01-18 21:00,논산,0.07200000000000001
9454,4,01-18 22:00,논산,0.08
9455,4,01-18 23:00,논산,0.092
9456,4,01-19 00:00,논산,0.088
9457,4,01-19 01:00,논산,0.08
9458,4,01-19 02:00,논산,0.084
9459,4,01-19 03:00,논산,0.092
9460,4,01-19 04:00,논산,0.088
9461,4,01-19 05:00,논산,0.064
9462,4,01-19 06:00,논산,0.084
9463,4,01-19 07:00,논산,0.112
9464,4,01-19 08:00,논산,0.096
9465,4,01-19 09:00,논산,0.1
9466,4,01-19 10:00,논산,0.108
9467,4,01-19 11:00,논산,0.1
9468,4,01-19 12:00,논산,0.084
9469,4,01-19 13:00,논산,0.064
9470,4,01-19 14:00,논산,0.08
9471,4,01-19 15:00,논산,0.064
9472,4,01-19 16:00,논산,0.064
9473,4,01-19 17:00,논산,0.068
9474,4,01-19 18:00,논산,0.076
9475,4,01-19 19:00,논산,0.084
9476,4,01-19 20:00,논산,0.084
9477,4,01-19 21:00,논산,0.068
9478,4,01-19 22:00,논산,0.112
9479,4,01-19 23:00,논산,0.096
9480,4,01-20 00:00,논산,0.092
9481,4,01-20 01:00,논산,0.1
9482,4,01-20 02:00,논산,0.096
9483,4,01-20 03:00,논산,0.092
9484,4,01-20 04:00,논산,0.1
9485,4,01-20 05:00,논산,0.1
9486,4,01-20 06:00,논산,0.096
9487,4,01-20 07:00,논산,0.108
9488,4,01-20 08:00,논산,0.124
9489,4,01-20 09:00,논산,0.124
9490,4,01-20 10:00,논산,0.1
9491,4,01-20 11:00,논산,0.096
9492,4,01-20 12:00,논산,0.084
9493,4,01-20 13:00,논산,0.08
9494,4,01-20 14:00,논산,0.08
9495,4,01-20 15:00,논산,0.076
9496,4,01-20 16:00,논산,0.084
9497,4,01-20 17:00,논산,0.084
9498,4,01-20 18:00,논산,0.084
9499,4,01-20 19:00,논산,0.096
9500,4,01-20 20:00,논산,0.088
9501,4,01-20 21:00,논산,0.096
9502,4,01-20 22:00,논산,0.092
9503,4,01-20 23:00,논산,0.092
9504,4,01-23 00:00,논산,0.044
9505,4,01-23 01:00,논산,0.048
9506,4,01-23 02:00,논산,0.048
9507,4,01-23 03:00,논산,0.044
9508,4,01-23 04:00,논산,0.044
9509,4,01-23 05:00,논산,0.048
9510,4,01-23 06:00,논산,0.048
9511,4,01-23 07:00,논산,0.06
9512,4,01-23 08:00,논산,0.056
9513,4,01-23 09:00,논산,0.068
9514,4,01-23 10:00,논산,0.052000000000000005
9515,4,01-23 11:00,논산,0.052000000000000005
9516,4,01-23 12:00,논산,0.056
9517,4,01-23 13:00,논산,0.048
9518,4,01-23 14:00,논산,0.052000000000000005
9519,4,01-23 15:00,논산,0.044
9520,4,01-23 16:00,논산,0.044
9521,4,01-23 17:00,논산,0.044
9522,4,01-23 18:00,논산,0.06
9523,4,01-23 19:00,논산,0.056
9524,4,01-23 20:00,논산,0.06
9525,4,01-23 21:00,논산,0.064
9526,4,01-23 22:00,논산,0.064
9527,4,01-23 23:00,논산,0.07200000000000001
9528,4,01-24 00:00,논산,0.07200000000000001
9529,4,01-24 01:00,논산,0.068
9530,4,01-24 02:00,논산,0.068
9531,4,01-24 03:00,논산,0.076
9532,4,01-24 04:00,논산,0.076
9533,4,01-24 05:00,논산,0.056
9534,4,01-24 06:00,논산,0.076
9535,4,01-24 07:00,논산,0.088
9536,4,01-24 08:00,논산,0.08
9537,4,01-24 09:00,논산,0.084
9538,4,01-24 10:00,논산,0.092
9539,4,01-24 11:00,논산,0.084
9540,4,01-24 12:00,논산,0.068
9541,4,01-24 13:00,논산,0.056
9542,4,01-24 14:00,논산,0.064
9543,4,01-24 15:00,논산,0.052000000000000005
9544,4,01-24 16:00,논산,0.056
9545,4,01-24 17:00,논산,0.06
9546,4,01-24 18:00,논산,0.064
9547,4,01-24 19:00,논산,0.076
9548,4,01-24 20:00,논산,0.084
9549,4,01-24 21:00,논산,0.068
9550,4,01-24 22:00,논산,0.108
9551,4,01-24 23:00,논산,0.084
9552,4,01-25 00:00,논산,0.088
9553,4,01-25 01:00,논산,0.096
9554,4,01-25 02:00,논산,0.088
9555,4,01-25 03:00,논산,0.088
9556,4,01-25 04:00,논산,0.092
9557,4,01-25 05:00,논산,0.096
9558,4,01-25 06:00,논산,0.088
9559,4,01-25 07:00,논산,0.1
9560,4,01-25 08:00,논산,0.112
9561,4,01-25 09:00,논산,0.116
9562,4,01-25 10:00,논산,0.096
9563,4,01-25 11:00,논산,0.088
9564,4,01-25 12:00,논산,0.084
9565,4,01-25 13:00,논산,0.076
9566,4,01-25 14:00,논산,0.076
9567,4,01-25 15:00,논산,0.07200000000000001
9568,4,01-25 16:00,논산,0.08
9569,4,01-25 17:00,논산,0.08
9570,4,01-25 18:00,논산,0.084
9571,4,01-25 19:00,논산,0.096
9572,4,01-25 20:00,논산,0.084
9573,4,01-25 21:00,논산,0.096
9574,4,01-25 22:00,논산,0.092
9575,4,01-25 23:00,논산,0.088
9576,4,01-28 00:00,논산,0.04
9577,4,01-28 01:00,논산,0.048
9578,4,01-28 02:00,논산,0.052000000000000005
9579,4,01-28 03:00,논산,0.052000000000000005
9580,4,01-28 04:00,논산,0.056
9581,4,01-28 05:00,논산,0.056
9582,4,01-28 06:00,논산,0.06
9583,4,01-28 07:00,논산,0.068
9584,4,01-28 08:00,논산,0.068
9585,4,01-28 09:00,논산,0.07200000000000001
9586,4,01-28 10:00,논산,0.06
9587,4,01-28 11:00,논산,0.06
9588,4,01-28 12:00,논산,0.056
9589,4,01-28 13:00,논산,0.056
9590,4,01-28 14:00,논산,0.052000000000000005
9591,4,01-28 15:00,논산,0.052000000000000005
9592,4,01-28 16:00,논산,0.052000000000000005
9593,4,01-28 17:00,논산,0.06
9594,4,01-28 18:00,논산,0.08
9595,4,01-28 19:00,논산,0.07200000000000001
9596,4,01-28 20:00,논산,0.07200000000000001
9597,4,01-28 21:00,논산,0.076
9598,4,01-28 22:00,논산,0.07200000000000001
9599,4,01-28 23:00,논산,0.076
9600,4,01-29 00:00,논산,0.08
9601,4,01-29 01:00,논산,0.076
9602,4,01-29 02:00,논산,0.084
9603,4,01-29 03:00,논산,0.088
9604,4,01-29 04:00,논산,0.092
